name,title,file,id
John Vanderslice,Angela,John Vanderslice_Angela.npy,256
Linda Ronstadt,You_re No Good,Linda Ronstadt_You_re No Good.npy,410
Britney Spears,Criminal,Britney Spears_Criminal.npy,238
MF DOOM,Deep Fried Frenz,MF DOOM_Deep Fried Frenz.npy,130
James Cotton,Boogie Thing,James Cotton_Boogie Thing.npy,372
Duke Robillard,Here I_m Is,Duke Robillard_Here I_m Is.npy,177
Joe Bonamassa,Mountain Climbing,Joe Bonamassa_Mountain Climbing.npy,351
Bessie Smith,Nobady Knows You When You_re Down and Out,Bessie Smith_Nobady Knows You When You_re Down and Out.npy,378
Angela Bofill,Under the Moon and Over the Sky,Angela Bofill_Under the Moon and Over the Sky.npy,242
Too $hort,Balance,Too $hort_Balance.npy,375
Taylor Dayne,Prove Your Love,Taylor Dayne_Prove Your Love.npy,306
Taylor Dayne,I_ll Always Love You,Taylor Dayne_I_ll Always Love You.npy,306
Tori Amos,Winter,Tori Amos_Winter.npy,158
Pete Seeger,Study War No More (Down by the Riverside),Pete Seeger_Study War No More (Down by the Riverside).npy,189
Christopher Lennertz,The View Of Palaven,Christopher Lennertz_The View Of Palaven.npy,136
Ellis Paul,Who You Are,Ellis Paul_Who You Are.npy,48
Benito Lertxundi,Nere Herriko Neskatxa Maite,Benito Lertxundi_Nere Herriko Neskatxa Maite.npy,67
Kenny Loggins,I_m Alright (Theme from _Caddyshack_),Kenny Loggins_I_m Alright (Theme from _Caddyshack_).npy,212
Philip Glass,"Anthem, Pt. 2","Philip Glass_Anthem, Pt. 2.npy",160
Brad Paisley,I_m Gonna Miss Her,Brad Paisley_I_m Gonna Miss Her.npy,392
Johnny Mathis,Wonderful! Wonderful!,Johnny Mathis_Wonderful! Wonderful!.npy,200
Jerry Rivera,Qué Hay de Malo,Jerry Rivera_Qué Hay de Malo.npy,74
Albert Collins,Frosty,Albert Collins_Frosty.npy,416
Marcia Ball,St. Gabriel,Marcia Ball_St. Gabriel.npy,168
John Debney,Main Title,John Debney_Main Title.npy,274
Chris Isaak,Nothing_s Changed,Chris Isaak_Nothing_s Changed.npy,220
Frank Klepacki,Destroy,Frank Klepacki_Destroy.npy,318
Dave Brubeck,Take the _A_ Train,Dave Brubeck_Take the _A_ Train.npy,338
Shemekia Copeland,Too Far To Be Gone,Shemekia Copeland_Too Far To Be Gone.npy,110
Prudence Liew,最後一夜 - Zui Hou Yi Ye,Prudence Liew_最後一夜 - Zui Hou Yi Ye.npy,5
SwuM,Clouds,SwuM_Clouds.npy,336
Cyndi Lauper,True Colors,Cyndi Lauper_True Colors.npy,323
Chris Isaak,Blue Hotel,Chris Isaak_Blue Hotel.npy,220
Ray Stevens,"It_s Me Again, Margaret","Ray Stevens_It_s Me Again, Margaret.npy",282
Jim Brickman,The Love I Found In You,Jim Brickman_The Love I Found In You.npy,408
José José,He Renunciado a Ti (Remasterizado),José José_He Renunciado a Ti (Remasterizado).npy,380
Paloma Faith,Only Love Can Hurt Like This (Off the Cuff),Paloma Faith_Only Love Can Hurt Like This (Off the Cuff).npy,184
Karla Bonoff,Somebody_s Eyes (From  Footloose  Soundtrack),Karla Bonoff_Somebody_s Eyes (From  Footloose  Soundtrack).npy,154
Trevor Morris,Reflections on a Hero,Trevor Morris_Reflections on a Hero.npy,319
Danny Elfman,What_s This_,Danny Elfman_What_s This_.npy,271
黃鶯鶯,葬心,黃鶯鶯_葬心.npy,64
Jo Dee Messina,Heaven Was Needing A Hero,Jo Dee Messina_Heaven Was Needing A Hero.npy,192
Wolfgang Petry,Augen zu und durch (Radio Version),Wolfgang Petry_Augen zu und durch (Radio Version).npy,39
Alice Cooper,Feed My Frankenstein,Alice Cooper_Feed My Frankenstein.npy,127
Nas,N.Y. State of Mind,Nas_N.Y. State of Mind.npy,193
Jim Lauderdale,That Kind Of Life (That Kind Of Day),Jim Lauderdale_That Kind Of Life (That Kind Of Day).npy,57
Robert Pollard,7th Level Shutdown,Robert Pollard_7th Level Shutdown.npy,215
Sam Cooke,Cupid,Sam Cooke_Cupid.npy,398
Lonnie Brooks,Don_t Answer The Door,Lonnie Brooks_Don_t Answer The Door.npy,198
Karla Bonoff,Trouble Again,Karla Bonoff_Trouble Again.npy,154
Sundrenched,On the Highway,Sundrenched_On the Highway.npy,426
Gustavo Cerati,Adiós,Gustavo Cerati_Adiós.npy,87
Roland Kaiser,Kein Problem,Roland Kaiser_Kein Problem.npy,420
Pete Seeger,Banks of Marble,Pete Seeger_Banks of Marble.npy,189
Daniel May,Daylight,Daniel May_Daylight.npy,299
Kenny Loggins,Danger Zone (From _Top Gun_ Original Soundtrack),Kenny Loggins_Danger Zone (From _Top Gun_ Original Soundtrack).npy,212
Josh Groban,To Where You Are,Josh Groban_To Where You Are.npy,207
David Allan Coe,Time Off For Bad Behavior,David Allan Coe_Time Off For Bad Behavior.npy,13
Tony Bennett,Mack the Knife,Tony Bennett_Mack the Knife.npy,93
Burning Spear,Slavery Days,Burning Spear_Slavery Days.npy,248
Will Ackerman,Sound Of Wind Driven Rain,Will Ackerman_Sound Of Wind Driven Rain.npy,331
Ayreon,River Of Time,Ayreon_River Of Time.npy,245
Jose Alfredo Jimenez,En el Último Trago,Jose Alfredo Jimenez_En el Último Trago.npy,424
Eric Carmen,I Wanna Hear It From Your Lips,Eric Carmen_I Wanna Hear It From Your Lips.npy,92
Bob Dylan,Like a Rolling Stone,Bob Dylan_Like a Rolling Stone.npy,223
Burning Spear,Marcus Garvey,Burning Spear_Marcus Garvey.npy,248
Johnny Cash,Get Rhythm,Johnny Cash_Get Rhythm.npy,247
Colin James,Just Came Back,Colin James_Just Came Back.npy,96
Doja Cat,Candy,Doja Cat_Candy.npy,97
Dionne Warwick,Heartbreaker,Dionne Warwick_Heartbreaker.npy,208
Alanis Morissette,Hands Clean,Alanis Morissette_Hands Clean.npy,325
Dolly Parton,Eagle When She Flies,Dolly Parton_Eagle When She Flies.npy,310
Peter Kater,Throat Chakra,Peter Kater_Throat Chakra.npy,45
Kyary Pamyu Pamyu,Harajuku Iyahoi,Kyary Pamyu Pamyu_Harajuku Iyahoi.npy,104
Tony Bennett,Rags to Riches,Tony Bennett_Rags to Riches.npy,93
Colin Hay,It_s A Mistake,Colin Hay_It_s A Mistake.npy,50
Lorenzo de Monteclaro,El Ausente,Lorenzo de Monteclaro_El Ausente.npy,221
Lil B,I_m God,Lil B_I_m God.npy,246
RuPaul,Supermodel (You Better Work),RuPaul_Supermodel (You Better Work).npy,18
Dan Fogelberg,Longer,Dan Fogelberg_Longer.npy,4
Shawn Colvin,Round Of Blues,Shawn Colvin_Round Of Blues.npy,211
Desert Dwellers,Om Namo Bhagavate,Desert Dwellers_Om Namo Bhagavate.npy,51
Hillbilly Hellcats,I Never Thought,Hillbilly Hellcats_I Never Thought.npy,203
Adam Lambert,If I Had You,Adam Lambert_If I Had You.npy,58
Sharon Cuneta,Maging Sino Ka Man,Sharon Cuneta_Maging Sino Ka Man.npy,14
Chet Atkins,Boogie Man Boogie,Chet Atkins_Boogie Man Boogie.npy,155
Snatam Kaur,Walkin_ Into The Light,Snatam Kaur_Walkin_ Into The Light.npy,349
Future,Honest,Future_Honest.npy,79
Bob Mould,It_s Too Late,Bob Mould_It_s Too Late.npy,289
Todd Rundgren,Time Heals,Todd Rundgren_Time Heals.npy,185
Lonnie Brooks,Cold Lonely Nights,Lonnie Brooks_Cold Lonely Nights.npy,198
Lou Reed,Dirty Blvd.,Lou Reed_Dirty Blvd..npy,320
Willie Nelson,Blue Eyes Crying In the Rain,Willie Nelson_Blue Eyes Crying In the Rain.npy,132
José José,Piel de Azúcar,José José_Piel de Azúcar.npy,380
Jerry Goldsmith,Ave Satani (From _The Omen_),Jerry Goldsmith_Ave Satani (From _The Omen_).npy,415
José José,Lo Dudo (Revisitado),José José_Lo Dudo (Revisitado).npy,380
George Benson,Love X Love,George Benson_Love X Love.npy,358
Robert Charlebois,Tout écartillé,Robert Charlebois_Tout écartillé.npy,195
Alice Cooper,Poison,Alice Cooper_Poison.npy,127
Mariah Carey,One Sweet Day,Mariah Carey_One Sweet Day.npy,342
Guy Clark,Desperadoes Waiting for a Train,Guy Clark_Desperadoes Waiting for a Train.npy,335
Keb, Mo__Soon As I Get Paid,Keb_ Mo__Soon As I Get Paid.npy,370
Beth Hart,Bad Woman Blues,Beth Hart_Bad Woman Blues.npy,40
Daniel May,One Last Time,Daniel May_One Last Time.npy,299
David Archuleta,I Will Go and Do (2020 Youth Theme Song),David Archuleta_I Will Go and Do (2020 Youth Theme Song).npy,231
Darin,Den sista sången,Darin_Den sista sången.npy,122
Johnny Winter,I_m Yours and I_m Hers,Johnny Winter_I_m Yours and I_m Hers.npy,309
Ariel Pink,s Haunted Graffiti_Round and Round,Ariel Pink_s Haunted Graffiti_Round and Round.npy,383
Brad Paisley,Mud on the Tires,Brad Paisley_Mud on the Tires.npy,392
David Bromberg,The Holdup ( Dead Version ),David Bromberg_The Holdup ( Dead Version ).npy,287
Future,Stick Talk,Future_Stick Talk.npy,79
Bette Midler,Rose_s Turn,Bette Midler_Rose_s Turn.npy,429
Shel Silverstein,Sick,Shel Silverstein_Sick.npy,332
Darin,En säng av rosor,Darin_En säng av rosor.npy,122
Colin Hay,Beautiful World,Colin Hay_Beautiful World.npy,50
JoJo,Comeback,JoJo_Comeback.npy,390
Funky Destination,Looking For Soul Long,Funky Destination_Looking For Soul Long.npy,34
David Allan Coe,D-R-U-N-K,David Allan Coe_D-R-U-N-K.npy,13
Koko Taylor,Walking The Back Streets,Koko Taylor_Walking The Back Streets.npy,180
Billy Joel,The Longest Time,Billy Joel_The Longest Time.npy,206
Mary Chapin Carpenter,Passionate Kisses,Mary Chapin Carpenter_Passionate Kisses.npy,355
Ray Stevens,Mississippi Squirrel Revival,Ray Stevens_Mississippi Squirrel Revival.npy,282
SEKAI NO OWARI,Butterfly Effect,SEKAI NO OWARI_Butterfly Effect.npy,65
Ewan MacColl and Peggy Seeger,The Ballad of Accounting,Ewan MacColl and Peggy Seeger_The Ballad of Accounting.npy,364
Roland Kaiser,Gegen die Liebe kommt man nicht an,Roland Kaiser_Gegen die Liebe kommt man nicht an.npy,420
Julio Jaramillo,Ayer y Hoy,Julio Jaramillo_Ayer y Hoy.npy,134
Jerry Reed,"When You_re Hot, You_re Hot","Jerry Reed_When You_re Hot, You_re Hot.npy",296
Koko Taylor,Evil,Koko Taylor_Evil.npy,180
Michel Legrand,Arrivée des camionneurs (From  Les demoiselles de Rochefort ),Michel Legrand_Arrivée des camionneurs (From  Les demoiselles de Rochefort ).npy,421
Alan Jackson,Chasin_ That Neon Rainbow,Alan Jackson_Chasin_ That Neon Rainbow.npy,265
Angela Bofill,I_m On Your Side,Angela Bofill_I_m On Your Side.npy,242
Seer,Oma,Seer_Oma.npy,344
Greg Brown,Dream Café,Greg Brown_Dream Café.npy,54
Leona Lewis,A Moment Like This,Leona Lewis_A Moment Like This.npy,19
Steve Forbert,It Isn_t Gonna Be That Way,Steve Forbert_It Isn_t Gonna Be That Way.npy,305
Andy Williams,Where Do I Begin (Love Theme from _Love Story_),Andy Williams_Where Do I Begin (Love Theme from _Love Story_).npy,38
Robert Charlebois,The Frog Song,Robert Charlebois_The Frog Song.npy,195
Eddie Money,Take Me Home Tonight (Re-Recorded),Eddie Money_Take Me Home Tonight (Re-Recorded).npy,17
M. Ward,Migration of Souls,M. Ward_Migration of Souls.npy,430
Hound Dog Taylor,Goodnight Boogie,Hound Dog Taylor_Goodnight Boogie.npy,141
Gary Valenciano,"Anak (=CONCATENATE(_From _&CHAR(34),AI180,CHAR(34)))","Gary Valenciano_Anak (=CONCATENATE(_From _&CHAR(34),AI180,CHAR(34))).npy",68
Phil Collins,In The Air Tonight,Phil Collins_In The Air Tonight.npy,382
Buddy Guy,"Whiskey, Beer & Wine","Buddy Guy_Whiskey, Beer & Wine.npy",157
Danny Elfman,Veruca Salt,Danny Elfman_Veruca Salt.npy,271
Z-Ro,One Two,Z-Ro_One Two.npy,89
Matthew Sweet,I_ve Been Waiting,Matthew Sweet_I_ve Been Waiting.npy,2
Camilo Sesto,Melina,Camilo Sesto_Melina.npy,264
Desert Dwellers,Shiva Nataraj,Desert Dwellers_Shiva Nataraj.npy,51
Burning Spear,Not Stupid,Burning Spear_Not Stupid.npy,248
Greg Brown,_Cept You & Me Babe,Greg Brown__Cept You & Me Babe.npy,54
Roger Whittaker,Ein bisschen Aroma (DAS ORIGINAL),Roger Whittaker_Ein bisschen Aroma (DAS ORIGINAL).npy,188
Prince & The Revolution,Raspberry Beret,Prince & The Revolution_Raspberry Beret.npy,436
Lou Reed,This Magic Moment,Lou Reed_This Magic Moment.npy,320
Víctor Manuelle,Tengo Ganas,Víctor Manuelle_Tengo Ganas.npy,121
Robert Charlebois,J_t_aime comme un fou,Robert Charlebois_J_t_aime comme un fou.npy,195
Nina Simone,Feeling Good,Nina Simone_Feeling Good.npy,167
MORIUM,RITMO DE TERROR (SUPER SLOWED),MORIUM_RITMO DE TERROR (SUPER SLOWED).npy,339
Beth Hart,Fire On The Floor,Beth Hart_Fire On The Floor.npy,40
Pedro The Lion,Magazine,Pedro The Lion_Magazine.npy,237
John Tejada,Stabilizer,John Tejada_Stabilizer.npy,412
Michel Legrand,I Will Wait for You,Michel Legrand_I Will Wait for You.npy,421
Jerry Rivera,Amores Como el Nuestro (Radio Version),Jerry Rivera_Amores Como el Nuestro (Radio Version).npy,74
Sarah Geronimo,Tala,Sarah Geronimo_Tala.npy,230
Regine Velasquez,Pangarap ko Ang Ibigin Ka (Version 1),Regine Velasquez_Pangarap ko Ang Ibigin Ka (Version 1).npy,125
"Loudon Wainwright, III",Lullaby,"Loudon Wainwright, III_Lullaby.npy",239
Z-Ro,Solid,Z-Ro_Solid.npy,89
Roland Kaiser,Santa Maria,Roland Kaiser_Santa Maria.npy,420
JoJo,Gold,JoJo_Gold.npy,390
Alice Cooper,Bed of Nails,Alice Cooper_Bed of Nails.npy,127
Kid606,Let_s Get Radioactive (Or How I Learned To Stop Worrying And Love Nuclear Energy),Kid606_Let_s Get Radioactive (Or How I Learned To Stop Worrying And Love Nuclear Energy).npy,437
Collin Raye,"One Boy, One Girl","Collin Raye_One Boy, One Girl.npy",142
Stevie Nicks,Talk to Me,Stevie Nicks_Talk to Me.npy,326
Roger Waters,The Last Refugee,Roger Waters_The Last Refugee.npy,59
Emmylou Harris,If I Needed You,Emmylou Harris_If I Needed You.npy,165
Mariah Carey,Always Be My Baby,Mariah Carey_Always Be My Baby.npy,342
Stevie Ray Vaughan & Double Trouble,Cold Shot,Stevie Ray Vaughan & Double Trouble_Cold Shot.npy,21
Peter Kater,Heaven_s Gate,Peter Kater_Heaven_s Gate.npy,45
Dionne Warwick,Walk on By,Dionne Warwick_Walk on By.npy,208
Barry Manilow,I Write the Songs,Barry Manilow_I Write the Songs.npy,29
Bette Midler,In My Life,Bette Midler_In My Life.npy,429
Lorenzo de Montéclaro,Chipon Chipon,Lorenzo de Montéclaro_Chipon Chipon.npy,435
Weird Al Yankovic,NOW Thats What I Call Polka!,_Weird Al_ Yankovic_NOW That_s What I Call Polka!.npy,146
Cosmicity,Scream Until the World Gets Right,Cosmicity_Scream Until the World Gets Right.npy,361
Lisa Stansfield,All Woman,Lisa Stansfield_All Woman.npy,139
LiSA,homura,LiSA_homura.npy,273
Doris Day,Summertime Blues,Doris Day_Summertime Blues.npy,363
Bear McCreary,A Son_s Path,Bear McCreary_A Son_s Path.npy,153
Stevie Nicks,Rooms on Fire,Stevie Nicks_Rooms on Fire.npy,326
Lita Ford,Playin_ with Fire,Lita Ford_Playin_ with Fire.npy,297
Ralph Stanley,O Death,Ralph Stanley_O Death.npy,362
Ken Navarro,Morning Glory,Ken Navarro_Morning Glory.npy,425
Jonathan Butler,Dancing on the Shore,Jonathan Butler_Dancing on the Shore.npy,394
Cyndi Lauper,Girls Just Want to Have Fun,Cyndi Lauper_Girls Just Want to Have Fun.npy,323
Sharon Cuneta,Bituing Walang Ningning,Sharon Cuneta_Bituing Walang Ningning.npy,14
Barbara Cook,Goodnight My Someone,Barbara Cook_Goodnight My Someone.npy,24
Keb, Mo__I_m On Your Side,Keb_ Mo__I_m On Your Side.npy,370
Pieta Brown,I_m Gone,Pieta Brown_I_m Gone.npy,53
Bessie Smith,Need A Little Sugar In My Bowl,Bessie Smith_Need A Little Sugar In My Bowl.npy,378
Marc Lavoine,Chère amie,Marc Lavoine_Chère amie.npy,347
Henry Mancini,Get It!,Henry Mancini_Get It!.npy,409
DJ Paul,Neighborhood Hoe,DJ Paul_Neighborhood Hoe.npy,269
Travis Tritt,I_m Gonna Be Somebody,Travis Tritt_I_m Gonna Be Somebody.npy,99
Kina Grannis,It Ain_t Me - Acoustic,Kina Grannis_It Ain_t Me - Acoustic.npy,7
Gigi D,Agostino_La Passion,Gigi D_Agostino_La Passion.npy,300
Andre Nickatina,I_m A Pisces,Andre Nickatina_I_m A Pisces.npy,268
Zarah Leander,Die Rose von Nowgorod,Zarah Leander_Die Rose von Nowgorod.npy,366
Silly,Verlorene Kinder,Silly_Verlorene Kinder.npy,219
Kate Bush,Running Up That Hill (A Deal With God),Kate Bush_Running Up That Hill (A Deal With God).npy,428
Liz Story,Deck The Halls,Liz Story_Deck The Halls.npy,433
Алла Пугачёва,По улице моей,Алла Пугачёва_По улице моей.npy,30
Ernest Ranglin,You Won_t See Me,Ernest Ranglin_You Won_t See Me.npy,55
Frank Klepacki,Industrofunk,Frank Klepacki_Industrofunk.npy,318
Matthew Dear,Slowdance,Matthew Dear_Slowdance.npy,225
Barbra Streisand,Somewhere,Barbra Streisand_Somewhere.npy,261
Stevie Ray Vaughan & Double Trouble,Little Wing,Stevie Ray Vaughan & Double Trouble_Little Wing.npy,21
The Haunted,No Compromise,The Haunted_No Compromise.npy,243
Coolio,Geto Highlites,Coolio_Geto Highlites.npy,120
Dave Mason,Only You Know And I Know,Dave Mason_Only You Know And I Know.npy,95
DJ Assault,Bangapella,DJ Assault_Bangapella.npy,303
Al Hirt,"Al Di Là (from _Rome Adventure_, A Warner Bros. Picture)","Al Hirt_Al Di Là (from _Rome Adventure_, A Warner Bros. Picture).npy",281
Friedemann,Das Sammeln von Licht,Friedemann_Das Sammeln von Licht.npy,384
Kitaro,Sacred Fountain,Kitaro_Sacred Fountain.npy,403
Renaud,Mistral gagnant,Renaud_Mistral gagnant.npy,81
Albert Collins,Too Many Dirty Dishes,Albert Collins_Too Many Dirty Dishes.npy,416
Weird Al Yankovic,Party In the CIA (Parody of Party In The U.S.A. by Miley Cyrus),_Weird Al_ Yankovic_Party In the CIA (Parody of _Party In The U.S.A._ by Miley Cyrus).npy,146
Elvis Presley,Can_t Help Falling In Love,Elvis Presley_Can_t Help Falling In Love.npy,432
Ke$ha,Your Love Is My Drug,Ke$ha_Your Love Is My Drug.npy,135
Bette Midler,Baby Mine,Bette Midler_Baby Mine.npy,429
Mireille Mathieu,Bravo tu as gagné (The Winner Takes It All),Mireille Mathieu_Bravo tu as gagné (The Winner Takes It All).npy,257
Lorenzo de Monteclaro,Ayer Baje De La Sierra,Lorenzo de Monteclaro_Ayer Baje De La Sierra.npy,221
Marc Lavoine,Comme je t’aime,Marc Lavoine_Comme je t’aime.npy,347
Chris Brown,Under The Influence,Chris Brown_Under The Influence.npy,118
DJ Paul,Who Run It (Freestyle Finale),DJ Paul_Who Run It (Freestyle Finale).npy,269
Clint Black,Killin_ Time,Clint Black_Killin_ Time.npy,148
Cosmicity,Awake,Cosmicity_Awake.npy,361
Snatam Kaur,Gobinday Mukunday,Snatam Kaur_Gobinday Mukunday.npy,349
Rachel Portman,Never Let Me Go,Rachel Portman_Never Let Me Go.npy,356
Sharon Cuneta,High School,Sharon Cuneta_High School.npy,14
Otis Rush,Double Trouble,Otis Rush_Double Trouble.npy,88
Cosmicity,The Anger Remains,Cosmicity_The Anger Remains.npy,361
Ween,Loop de Loop,Ween_Loop de Loop.npy,244
Joe Satriani,Flying in a Blue Dream,Joe Satriani_Flying in a Blue Dream.npy,123
Kevin Gates,Truth Be Told,Kevin Gates_Truth Be Told.npy,133
Boosie Badazz,Bank Roll,Boosie Badazz_Bank Roll.npy,60
Burning Spear,African Teacher (2002 Remastered Version),Burning Spear_African Teacher (2002 Remastered Version).npy,248
Lindsey Buckingham,Trouble,Lindsey Buckingham_Trouble.npy,253
Ariel Pink,I WANNA BE A GIRL,Ariel Pink_I WANNA BE A GIRL.npy,383
Paul Winter,Lullaby From the Great Mother Whale For the Baby Seal Pups,Paul Winter_Lullaby From the Great Mother Whale For the Baby Seal Pups.npy,190
Angela Bofill,Tonight I Give In,Angela Bofill_Tonight I Give In.npy,242
Elliott Smith,Between The Bars,Elliott Smith_Between The Bars.npy,124
Алла Пугачёва,Позови меня с собой,Алла Пугачёва_Позови меня с собой.npy,30
Patti Smith,Changing of the Guards,Patti Smith_Changing of the Guards.npy,66
Los Planetas,Islamabad,Los Planetas_Islamabad.npy,393
Banda Bassotti,Avanzo de Cantiere,Banda Bassotti_Avanzo de Cantiere.npy,199
Collin Raye,Someone You Used To Know,Collin Raye_Someone You Used To Know.npy,142
Ben Sidran,Song For A Sucker Like You,Ben Sidran_Song For A Sucker Like You.npy,72
Bill Withers,Grandma_s Hands,Bill Withers_Grandma_s Hands.npy,359
Jim Lauderdale,Wake Up Screaming,Jim Lauderdale_Wake Up Screaming.npy,57
Wynton Marsalis,Reflections,Wynton Marsalis_Reflections.npy,374
Roland Kaiser,Kein Grund zu bleiben,Roland Kaiser_Kein Grund zu bleiben.npy,420
Melissa Horn,Lämna honom,Melissa Horn_Lämna honom.npy,164
Houston Person,It_s Magic,Houston Person_It_s Magic.npy,161
Desert Dwellers,Seeing Things,Desert Dwellers_Seeing Things.npy,51
Ralph Stanley,One Drop Of Water,Ralph Stanley_One Drop Of Water.npy,362
Weird Al Yankovic,Foil,_Weird Al_ Yankovic_Foil.npy,146
Michael Bolton,To Love Somebody,Michael Bolton_To Love Somebody.npy,227
Loudon Wainwright III,Daughter,Loudon Wainwright III_Daughter.npy,302
Waylon Jennings,Theme from _The Dukes of Hazzard_ (Good Ol_ Boys),Waylon Jennings_Theme from _The Dukes of Hazzard_ (Good Ol_ Boys).npy,152
Marcia Ball,"Thibodaux, Louisiana","Marcia Ball_Thibodaux, Louisiana.npy",168
Rod Stewart,Young Turks,Rod Stewart_Young Turks.npy,109
Sarah Fimm,Paradise,Sarah Fimm_Paradise.npy,174
Rodney Crowell,I Walk the Line,Rodney Crowell_I Walk the Line.npy,179
Sufjan Stevens,Romulus,Sufjan Stevens_Romulus.npy,69
Michael W. Smith,Place In This World,Michael W. Smith_Place In This World.npy,197
Stephen Bishop,It Might Be You,Stephen Bishop_It Might Be You.npy,42
Laura Nyro,Walk On By,Laura Nyro_Walk On By.npy,145
Sarah Fimm,Counting Waves,Sarah Fimm_Counting Waves.npy,174
Gary Valenciano,Di Bale Na Lang,Gary Valenciano_Di Bale Na Lang.npy,68
Eleni Mandell,Someone to Love Like You,Eleni Mandell_Someone to Love Like You.npy,373
엘리아나,Orquestra dos Bichos,엘리아나_Orquestra dos Bichos.npy,131
Ann Hampton Callaway,You Belong To Me,Ann Hampton Callaway_You Belong To Me.npy,234
Johnny Mathis,Love Walked In,Johnny Mathis_Love Walked In.npy,200
Daniel May,Flower,Daniel May_Flower.npy,299
Evelyn  Champagne  King,Love Come Down (12  Version),Evelyn  Champagne  King_Love Come Down (12  Version).npy,36
Anthony Braxton,0-500 (Opus 55),Anthony Braxton_0-500 (Opus 55).npy,346
Jackie Edwards,Who Told You So,Jackie Edwards_Who Told You So.npy,205
Buck Owens & His Buckaroos,My Heart Skips a Beat,Buck Owens & His Buckaroos_My Heart Skips a Beat.npy,218
Steve Haun,A Voice from the Mountain,Steve Haun_A Voice from the Mountain.npy,315
Ann Hampton Callaway,Forever And A Day,Ann Hampton Callaway_Forever And A Day.npy,234
Lonnie Brooks,Don_t Take Advantage Of Me,Lonnie Brooks_Don_t Take Advantage Of Me.npy,198
Carly Simon,Jesse,Carly Simon_Jesse.npy,90
Horace Andy,Skylarking,Horace Andy_Skylarking.npy,418
John Michael Talbot,Be Not Afraid,John Michael Talbot_Be Not Afraid.npy,267
José José,El Amar y el Querer,José José_El Amar y el Querer.npy,380
Eric Clapton,Autumn Leaves,Eric Clapton_Autumn Leaves.npy,411
Suzanne Ciani,Sargasso Sea,Suzanne Ciani_Sargasso Sea.npy,84
Barbra Streisand,Don_t Rain On My Parade,Barbra Streisand_Don_t Rain On My Parade.npy,261
Billy Joel,Piano Man,Billy Joel_Piano Man.npy,206
Neil Sedaka,One Way Ticket,Neil Sedaka_One Way Ticket.npy,400
Howard Shore,Prologue_ One Ring to Rule Them All,Howard Shore_Prologue_ One Ring to Rule Them All.npy,181
Kid 606,Slammin_ Ragga Bootleg Track,Kid 606_Slammin_ Ragga Bootleg Track.npy,395
Bill Staines,The Fox,Bill Staines_The Fox.npy,169
Paloma Faith,How You Leave A Man,Paloma Faith_How You Leave A Man.npy,184
Sarah McLachlan,Angel,Sarah McLachlan_Angel.npy,314
Emmylou Harris,Tougher Than the Rest,Emmylou Harris_Tougher Than the Rest.npy,165
Nils Lofgren,When I Find Love,Nils Lofgren_When I Find Love.npy,77
Hillbilly Hellcats,I Like Whiskey,Hillbilly Hellcats_I Like Whiskey.npy,203
Too $hort,I Ain_t Trippin_,Too $hort_I Ain_t Trippin_.npy,375
Alice Cooper,I Never Cry,Alice Cooper_I Never Cry.npy,127
Kodak Black,Shampoo,Kodak Black_Shampoo.npy,20
Lorenzo de Monteclaro,Carga Ladeada,Lorenzo de Monteclaro_Carga Ladeada.npy,221
Sarah Fimm,Story Of Us,Sarah Fimm_Story Of Us.npy,174
Melissa Ferrick,Will You Be The One,Melissa Ferrick_Will You Be The One.npy,117
Michael Bolton,Fathers & Daughters,Michael Bolton_Fathers & Daughters.npy,227
Lil B,I Love You,Lil B_I Love You.npy,246
Ewan MacColl,The Manchester Rambler,Ewan MacColl_The Manchester Rambler.npy,258
Kitaro,Aqua,Kitaro_Aqua.npy,403
Luther Vandross,There_s Nothing Better Than Love,Luther Vandross_There_s Nothing Better Than Love.npy,404
Horace Andy,Spying Glass (Massive Attack Version),Horace Andy_Spying Glass (Massive Attack Version).npy,418
Willie Nelson,Always On My Mind,Willie Nelson_Always On My Mind.npy,132
Marc Lavoine,Je me sens si seul,Marc Lavoine_Je me sens si seul.npy,347
Ben Folds,Landed,Ben Folds_Landed.npy,386
Syl Johnson,I Hate I Walked Away,Syl Johnson_I Hate I Walked Away.npy,262
Marcia Ball,Another Man_s Woman,Marcia Ball_Another Man_s Woman.npy,168
Gillian Welch,Everything Is Free,Gillian Welch_Everything Is Free.npy,232
David Allan Coe,The Ride,David Allan Coe_The Ride.npy,13
James Taylor,Shower the People,James Taylor_Shower the People.npy,213
Joaquin Sabina,Por el Bulevar de los Sueños Rotos,Joaquin Sabina_Por el Bulevar de los Sueños Rotos.npy,396
Horace Andy,Natty Dread A Weh She Want,Horace Andy_Natty Dread A Weh She Want.npy,418
Сергей Лазарев,Даже Если Ты Уйдёшь,Сергей Лазарев_Даже Если Ты Уйдёшь.npy,328
Chet Atkins,Al Di La,Chet Atkins_Al Di La.npy,155
Greg Brown,Here In the Going Going Gone,Greg Brown_Here In the Going Going Gone.npy,54
Kenny G,Champagne,Kenny G_Champagne.npy,196
Harry Belafonte,Chimney Smoke,Harry Belafonte_Chimney Smoke.npy,23
Mac Dre,Get Stupid,Mac Dre_Get Stupid.npy,159
Brad Paisley,We Danced,Brad Paisley_We Danced.npy,392
Gisselle,Dame un Beso,Gisselle_Dame un Beso.npy,47
Duke Robillard,Git with It!,Duke Robillard_Git with It!.npy,177
